"Inst
 Code",Institute Name,Place,"Dist 
Code",Co Education,College Type,Year of Estab,Branch Code,Branch Name,"OC 
BOYS","OC 
GIRLS","BC_A 
BOYS","BC_A 
GIRLS","BC_B 
BOYS","BC_B 
GIRLS","BC_C 
BOYS","BC_C 
GIRLS","BC_D 
BOYS","BC_D 
GIRLS","BC_E 
BOYS","BC_E 
GIRLS","SC 
BOYS","SC 
GIRLS","ST 
BOYS","ST 
GIRLS","EWS 
GEN OU","EWS 
GIRLS OU",Tuition Fee,Affiliated To
SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,85119,85119,85119,85119,85119,85119,85119,85119,85119,85119,85119,85119,117209,117209,85119,85119,85119,85119,80000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,60637,60637,155109,155109,156734,156734,60637,60637,82147,82147,124468,124468,154896,154896,156652,156652,60637,60637,68000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),42707,101662,146012,146012,137579,144501,121300,121300,120959,123786,137828,146093,155619,155619,156594,156811,99749,105657,68000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,62649,83428,146481,146481,110479,110479,81887,98078,95389,95389,125056,125056,147405,147405,146869,146869,77756,86466,68000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),77083,102054,135348,140761,145698,145698,77083,102054,126541,145703,120060,128704,155966,156847,153705,154974,109033,125976,68000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,71729,75757,145189,145189,141424,141424,128706,128706,127234,127234,133571,133571,150556,150556,155920,155920,100011,141324,68000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,97766,97766,155388,155388,146533,156205,97766,97766,105264,136934,147499,150091,154532,155131,152082,152082,133457,145701,68000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,68000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),60822,60822,60822,104361,97941,97941,60822,60822,79736,79736,60822,125371,91166,128917,147624,150141,60822,82336,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),54151,73067,87438,117236,89822,93722,54151,73067,77293,93583,123288,136162,131786,131786,137013,154809,68486,73067,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,47015,48737,83799,110189,83628,86059,47015,66185,67759,91067,120632,120632,116923,116923,123722,139285,58452,63663,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),44957,44957,103196,124653,96647,99989,44957,96977,78935,96427,113336,113336,138818,138818,148845,153601,64287,73003,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),53765,53765,129881,131401,101463,124658,53765,53765,97999,103027,135106,135106,148326,153496,154342,154342,81467,142334,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,80000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,156852,156852,156864,156864,156861,156861,156852,156852,156852,156852,156852,156852,156860,156860,156860,156860,156852,156852,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,71172,71172,125206,139030,84802,105552,90363,90363,90134,101373,144945,144945,147299,151595,156754,156754,71172,71361,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),99780,99780,139257,139257,114384,131162,99780,106796,108665,135065,119045,130591,148411,152888,154953,154953,99780,133884,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,68562,68562,126463,136014,131434,131434,68562,129273,131036,134297,128061,141152,156344,156344,154126,154126,129387,129387,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,72000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),12730,12730,30545,32563,20582,22484,12730,98519,18992,19225,33132,44500,50570,54796,63536,78892,12730,12997,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),12140,13222,35614,41920,20318,20625,53843,53843,18144,19103,35932,49977,50043,51211,63267,79816,12140,13544,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,10116,10323,27015,27681,15593,17061,41405,41405,14573,15401,26085,41004,38630,40516,37853,44022,10768,10768,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),11152,11435,33384,33384,19913,20099,41555,41555,17776,18781,30853,43942,44627,46225,59833,74871,11382,11993,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),12976,15263,42385,42385,24054,24054,65509,65509,21121,26461,12976,51805,73254,73254,71112,81566,13682,15263,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,21130,21130,55248,58356,37081,38964,85867,109680,33469,33469,59734,96502,82427,91296,91602,113398,21744,21744,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,30901,30901,118539,118539,63456,63456,48661,48661,51505,69121,123963,123963,101554,110427,100103,117526,47952,60790,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,13989,14559,40251,42662,23994,24516,44418,79404,21504,21504,38275,53582,70163,70163,69826,94816,13989,14746,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,58051,58051,114233,130161,110747,110747,93064,93064,110586,145780,99681,99681,154662,154662,155002,155002,68706,112292,130000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,88488,123590,109595,146068,142002,142002,88488,123590,138481,138481,88488,123590,154629,154629,88488,123590,88488,145880,76000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,125219,125219,142496,142496,146289,146289,125219,125219,125219,133853,145342,145342,156077,156077,155864,156166,125219,125219,76000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47309,71955,96543,96543,129844,134407,104170,104170,97769,108670,97771,97771,152582,152582,155850,155850,134188,134188,76000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,51985,51985,143388,143388,125591,125591,51985,51985,121477,121477,51985,51985,150064,152739,148800,148800,51985,51985,76000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),76821,104644,128668,128668,102119,130906,76821,104644,104937,104937,76821,106148,152386,153836,89879,153581,100680,104644,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,53536,53536,101486,128648,80660,82214,119012,119012,70160,75486,142817,142817,146920,146920,156814,156814,53536,53536,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),64148,72434,136151,136371,92129,111539,79960,93258,82061,92769,144698,144698,156421,156819,156232,156232,66205,74073,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,88832,94947,144841,144841,126846,138441,100744,100744,92612,120264,126546,126546,152315,152315,149631,149631,95370,112043,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,96000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),122227,122227,133050,135355,122227,125505,122227,122227,122227,122227,127391,139522,148969,155854,150289,150289,122227,122227,95000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),75603,85629,145904,145904,104761,111988,101859,101859,102202,111467,141951,141951,153094,154161,147346,147346,80282,85629,95000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,47950,47950,102702,102702,73780,73780,79890,79890,86064,86585,83190,83190,147376,147693,148978,153284,58054,58760,95000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),78242,111565,142767,142767,115182,115182,106282,111565,113318,117054,146743,146743,149325,155431,147653,155688,111170,111565,95000,JNTUH
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) ,HASANPARTHY,HNK,COED,PVT,2002,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,130000,SR UNIVERSITY 
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) ,HASANPARTHY,HNK,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,18979,19906,46348,46984,28125,34836,25984,25984,25978,28248,35060,35060,62901,69494,56760,84942,21346,23561,130000,SR UNIVERSITY 
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) ,HASANPARTHY,HNK,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,36006,36006,95436,109574,58720,68628,36006,60845,60382,62035,84973,131830,132562,134087,133637,151413,51997,55361,130000,SR UNIVERSITY 
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) ,HASANPARTHY,HNK,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,58895,58895,128106,136995,107345,143694,131484,145797,127964,127964,140851,141941,155356,156738,154842,154842,71389,128150,130000,SR UNIVERSITY 
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) ,HASANPARTHY,HNK,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,130000,SR UNIVERSITY 
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,65929,NA,121012,NA,138914,NA,115267,NA,109264,NA,140445,NA,124972,NA,131567,NA,135747,85000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,103763,NA,136968,NA,127640,NA,103763,NA,103763,NA,131326,NA,152897,NA,130538,NA,103763,85000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,42175,NA,92271,NA,67712,NA,59452,NA,62748,NA,125252,NA,120046,NA,154788,NA,66229,85000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,80772,NA,132917,NA,125094,NA,105423,NA,98608,NA,143714,NA,155500,NA,148298,NA,94428,85000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,117760,NA,118439,NA,116842,NA,97407,NA,113294,NA,134907,NA,156416,NA,155441,NA,117760,85000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),49304,49304,99365,111243,64346,72245,49304,114345,72529,72529,100452,116396,151187,156654,154869,154869,49304,49304,106000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,CSE,COMPUTER SCIENCE AND ENGINEERING,31517,31683,51281,63581,53222,57149,67033,67033,48692,48692,74860,74860,103371,132503,131919,147673,33860,33860,106000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),44977,50277,86050,92739,61492,61492,58056,65885,65385,65795,116340,130846,150953,154819,155701,155701,44977,50277,106000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,66327,83282,116586,116586,82659,107004,66327,83282,88383,92615,101173,137385,151163,153661,154725,154725,67487,83282,106000,JNTUH
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,40099,NA,129954,NA,66439,NA,40099,NA,64697,NA,46981,NA,149552,NA,156612,NA,44498,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,CME,COMPUTER ENGINEERING,NA,53794,NA,78154,NA,82239,NA,141431,NA,81558,NA,66814,NA,154191,NA,69010,NA,61069,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,29626,NA,76981,NA,45852,NA,65648,NA,41492,NA,38128,NA,87511,NA,116309,NA,29626,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,38126,NA,105233,NA,71179,NA,38126,NA,48866,NA,58189,NA,151954,NA,156180,NA,38126,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,53381,NA,146008,NA,105748,NA,90322,NA,82874,NA,116804,NA,155354,NA,155464,NA,88185,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,137698,NA,144357,NA,137698,NA,137698,NA,137698,NA,143586,NA,150968,NA,137698,NA,137698,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,INF,INFORMATION TECHNOLOGY,NA,49672,NA,119857,NA,66561,NA,49672,NA,80396,NA,54953,NA,154648,NA,156857,NA,51565,85000,OU
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CIV,CIVIL ENGINEERING,90633,90633,90633,90633,115320,115320,90633,90633,90633,90633,90633,90633,90633,90633,147989,147989,90633,90633,60000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CSE,COMPUTER SCIENCE AND ENGINEERING,85081,96330,142531,142531,145023,145023,85081,96330,134600,134848,143531,143531,154676,154676,150253,156078,142222,142222,60000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),52126,52126,52126,52126,52126,145472,52126,52126,94712,126743,52126,52126,52126,52126,107724,107724,52126,90175,60000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),49903,66486,113172,120957,112448,125997,49903,66486,87197,100712,81138,130912,153997,153997,110371,110371,89778,100620,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),72854,88844,110581,141989,108206,120402,79847,88844,98651,98651,96742,96742,154633,155465,156387,156387,86019,88844,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,30767,30767,62179,62179,63106,77782,30767,30767,59271,77242,30767,56003,92937,146766,109136,109136,46914,52502,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),52400,60392,128251,137302,106923,113788,120870,120870,89472,94557,72512,72512,154718,155682,155093,155093,75552,75552,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),128016,128016,128016,143923,131081,138548,128016,128016,128016,128016,146290,146290,128016,133555,128016,138300,128016,142705,79350,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),65951,65951,74170,143075,134148,143585,65951,65951,132986,140893,65951,65951,154066,154066,150471,150471,65951,110599,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,65073,85431,144113,144113,136239,136239,107986,107986,105130,145826,143788,143788,153128,153128,133070,151479,141800,141800,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),91411,91411,136269,136269,146590,146590,91411,91411,119689,119689,91411,91411,156598,156598,156788,156788,141730,141730,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,59950,63499,131540,131540,140736,140736,59950,63499,125130,135872,131077,131077,152763,152763,156038,156038,59950,63499,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,65000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,50272,50272,139163,139163,142360,142360,100810,100810,95082,102665,50272,104443,148098,155083,156417,156417,50272,136205,65000,JNTUH
